camera_name	image_name	target_id	x_image	y_image
camera_0	camera_0_ts_1769095481407869445.jpg	169	1286.055908	585.967896
camera_0	camera_0_ts_1769095481407869445.jpg	183	1401.732544	168.217987
camera_0	camera_0_ts_1769095481407869445.jpg	189	1424.252319	439.845215
camera_0	camera_0_ts_1769095481407869445.jpg	197	1442.583618	712.580505
camera_0	camera_0_ts_1769095481407869445.jpg	201	1449.736938	850.106201
camera_0	camera_0_ts_1769095481407869445.jpg	207	1548.235840	153.829468
camera_0	camera_0_ts_1769095481407869445.jpg	215	1576.262695	427.131622
camera_0	camera_0_ts_1769095481407869445.jpg	219	1585.800903	567.017822
camera_0	camera_0_ts_1769095481407869445.jpg	221	1593.296753	706.179199
camera_0	camera_0_ts_1769095481407869445.jpg	225	1595.774536	844.625977
camera_0	camera_0_ts_1769095481407869445.jpg	231	1681.395142	145.114288
camera_0	camera_0_ts_1769095481407869445.jpg	235	1700.119019	277.674408
camera_0	camera_0_ts_1769095481407869445.jpg	237	1715.447998	417.717896
camera_0	camera_0_ts_1769095481407869445.jpg	243	1727.850830	557.955933
